"county_areas","region","date","month","year","quarter","rate_homicide_uns","rate_offences_against_the_person_uns","rate_sexual_offences_uns","rate_burglary_uns","rate_robbery_uns","rate_theft_and_handling_uns","rate_fraud_and_forgery_uns","rate_criminal_damage_uns","rate_drugs_offences_uns","rate_public_order_offences_uns","rate_all_other_offences_uns","rate_motoring_offences_uns","rate_l_motoring_offences_uns"
"Essex","East of England","2018-03-01","Mar",2018,"Q1_2018",0,21.7,16.7,11.8,0,6.2,9.1,22.6,8.8,26.5,11.1,26.6,100
"Gloucestershire","South West","2018-03-01","Mar",2018,"Q1_2018",0,22.1,33.3,20,0,15.7,0,8.3,14.3,25,0,12.5,100
"GreaterManchester","North West","2018-03-01","Mar",2018,"Q1_2018",25,15.7,23.3,4.3,9.4,6,13.3,5.5,6.8,8.1,5.3,13.8,100
"Gwent","Cymru/Wales","2018-03-01","Mar",2018,"Q1_2018",0,20.2,27.3,0,50,6.9,8.3,25,12.1,18.2,12.5,9.8,100
"Hampshire","Oxfordshire","2018-03-01","Mar",2018,"Q1_2018",0,18,13.3,5,0,5,10.5,17.1,1.6,11.6,6.3,11.4,100
"Hertfordshire","Thames and Chiltern","2018-03-01","Mar",2018,"Q1_2018",0,16.6,25,13.8,0,7.2,11.4,20.7,1.7,22.7,0,22.2,100
"Humberside","Yorkshire and Humberside","2018-03-01","Mar",2018,"Q1_2018",0,11.2,30,14.3,33.3,5.8,7.1,7.7,6,10.8,8.3,12.6,100
"Kent","South East","2018-03-01","Mar",2018,"Q1_2018",36.4,21.8,33.3,22.5,9.1,10.3,10.7,17.5,9.3,12.1,18.8,11.2,100
"Lancashire","North West","2018-03-01","Mar",2018,"Q1_2018",20,19.6,0,5.7,15.6,11.4,5,14.5,7.2,6.5,0,10.7,100
"Leicestershire","East Midlands","2018-03-01","Mar",2018,"Q1_2018",25,19.8,29.2,10.3,42.9,6.1,9.5,21.4,15.6,18.8,16.7,21,100
"Lincolnshire","East Midlands","2018-03-01","Mar",2018,"Q1_2018",0,9.8,16.7,0,0,8.3,25,24.2,0,10.8,0,19.2,100
"Merseyside","Mersey-Cheshire","2018-03-01","Mar",2018,"Q1_2018",50,18.2,13.3,9.5,0,1.9,37,4.9,5.3,23.6,9.1,15.6,100
"Metropolitan and City","Greater London","2018-03-01","Mar",2018,"Q1_2018",18.2,28.5,33.7,21.8,28.2,13.2,13.5,22.1,9.2,21.2,9,22.9,100
"Norfolk","East of England","2018-03-01","Mar",2018,"Q1_2018",0,18.1,9.1,12.5,0,9.9,7.7,12.5,0,13.2,33.3,9.3,100
"Northamptonshire","East Midlands","2018-03-01","Mar",2018,"Q1_2018",0,27,0,43.8,25,14.5,25,16,22.6,24.2,0,11.9,100
"Northumbria","North East","2018-03-01","Mar",2018,"Q1_2018",0,28.9,22,26.7,0,7.9,17.2,20,12.9,16,16.7,13.8,100
"North Wales","Cymru/Wales","2018-03-01","Mar",2018,"Q1_2018",50,16.1,25,17.6,33.3,2.6,25,18.2,2.8,4.4,20,11,100
"North Yorkshire","Yorkshire and Humberside","2018-03-01","Mar",2018,"Q1_2018",0,17,0,15.4,0,9.9,0,11.5,2.6,6.8,20,8.4,100
"Nottinghamshire","East Midlands","2018-03-01","Mar",2018,"Q1_2018",100,16.8,36.2,10.3,0,8.9,16.7,8.9,11.5,17.8,0,11.4,100
"South Wales","Cymru/Wales","2018-03-01","Mar",2018,"Q1_2018",0,22.4,40.7,11.1,20,6.1,18.9,10,5.6,9,18.5,19,100
"South Yorkshire","Yorkshire and Humberside","2018-03-01","Mar",2018,"Q1_2018",33.3,24.1,12.5,17.5,40,4.2,0,20.9,1.8,11.3,15.4,13.8,100
"Staffordshire","West Midlands","2018-03-01","Mar",2018,"Q1_2018",0,23.6,40.9,21.4,16.7,2.3,13.3,12.5,5.4,8.6,3.7,7.9,100
"Suffolk","East of England","2018-03-01","Mar",2018,"Q1_2018",0,22.4,0,25,0,2.2,16.7,9.1,2.3,6.1,40,15.3,100
"Surrey","South East","2018-03-01","Mar",2018,"Q1_2018",0,24,10.5,0,0,17.7,16.7,6.7,8.3,16.7,23.1,12.1,100
"Sussex","South East","2018-03-01","Mar",2018,"Q1_2018",0,16.9,27.5,5.9,0,8,0,16.7,4.2,17.1,21.4,13,100
"Thames Valley","Thames and Chiltern","2018-03-01","Mar",2018,"Q1_2018",0,20.2,20.5,21.6,30,7.9,21.4,8.3,4.9,10.3,0,8.2,100
"Warwickshire","West Midlands","2018-03-01","Mar",2018,"Q1_2018",0,20,40,0,11.1,19.4,25,28.6,13,25,20,15.3,100
"West Mercia","West Midlands","2018-03-01","Mar",2018,"Q1_2018",75,17.5,27.6,0,10,3.3,21.4,20.5,14,11.8,27.3,10.2,100
"West Midlands","West Midlands","2018-03-01","Mar",2018,"Q1_2018",14.3,19.8,41.2,11.1,23.7,6.4,15.3,13.9,5.1,12.3,8.5,11.1,100
"West Yorkshire","Yorkshire and Humberside","2018-03-01","Mar",2018,"Q1_2018",0,25.1,15.9,18.1,6.9,6,21.7,9.4,6.4,7.6,9.7,16,100
"Wiltshire","Oxfordshire","2018-03-01","Mar",2018,"Q1_2018",0,9.8,0,0,0,4.7,0,0,0,30,0,4.2,100
"Avon and Somerset","South West","2018-07-01","Jul",2018,"Q3_2018",33.3,21,23.9,17.1,20,6.1,7.1,6.8,7.7,11.6,15.4,15.7,100
"Bedfordshire","Thames and Chiltern","2018-07-01","Jul",2018,"Q3_2018",0,19,16.7,17.6,13.3,1.7,10,0,8.3,24,0,26.1,100
"Cambridgeshire","East of England","2018-07-01","Jul",2018,"Q3_2018",0,15.6,0,8.3,50,10.4,0,4.2,12,32.4,0,4.7,100
"Cheshire","Mersey-Cheshire","2018-07-01","Jul",2018,"Q3_2018",0,20.9,16.7,8.3,0,5.9,15,7.1,3.5,7.6,0,15,100
"Cleveland","North East","2018-07-01","Jul",2018,"Q3_2018",0,23.8,12.5,5.7,33.3,7.4,0,9.5,9.3,13.9,20,12.6,100
"Cumbria","North West","2018-07-01","Jul",2018,"Q3_2018",0,12,50,14.3,0,4.1,0,0,9.4,5.1,12.5,9.8,100
"Derbyshire","East Midlands","2018-07-01","Jul",2018,"Q3_2018",0,17.5,20,0,0,8.1,8.3,8.5,8.3,18,33.3,13.8,100
"Devon and Cornwall","South West","2018-07-01","Jul",2018,"Q3_2018",0,14.4,28.6,0,12.5,2.9,15.8,4.5,1.5,6.5,0,12.2,100
"Dorset","Oxfordshire","2018-07-01","Jul",2018,"Q3_2018",0,17,27.3,7.7,0,13.2,25,9.7,0,10.6,0,13.2,100
"Durham","North East","2018-07-01","Jul",2018,"Q3_2018",0,17.9,0,20,0,8.3,0,19.4,11.1,10.4,50,9.2,100
"Dyfed Powys","Cymru/Wales","2018-07-01","Jul",2018,"Q3_2018",50,14.6,62.5,14.3,0,2.4,33.3,18.8,11.5,33.3,16.7,11.6,100
"Essex","East of England","2018-07-01","Jul",2018,"Q3_2018",66.7,21.5,30.9,20.5,9.1,6,10,17.3,6.5,19.3,12.5,13.6,100
"Gloucestershire","South West","2018-07-01","Jul",2018,"Q3_2018",20,16,0,18.5,0,4.9,0,10,0,23.1,0,7.7,100
"GreaterManchester","North West","2018-07-01","Jul",2018,"Q3_2018",16.7,19.1,29.2,20.6,22.9,7,15.4,10.4,11.9,9.4,12.5,16.3,100
"Gwent","Cymru/Wales","2018-07-01","Jul",2018,"Q3_2018",0,19,20,0,0,3.4,25,12.5,6.3,2.6,0,13,100
"Hampshire","Oxfordshire","2018-07-01","Jul",2018,"Q3_2018",50,16.9,20.7,10,9.1,4.5,8.7,10.5,5.4,9.5,46.7,13.9,100
"Hertfordshire","Thames and Chiltern","2018-07-01","Jul",2018,"Q3_2018",33.3,21.8,8.3,15.4,42.9,6.2,13.5,17.6,9.9,17.9,0,19.3,100
"Humberside","Yorkshire and Humberside","2018-07-01","Jul",2018,"Q3_2018",0,19.6,25,22.6,25,4.8,16.7,11.1,4.7,19.7,20,13.5,100
"Kent","South East","2018-07-01","Jul",2018,"Q3_2018",0,18.2,25.6,12.5,20,11.8,21.1,17.6,6.5,11.1,16.1,7.5,100
"Lancashire","North West","2018-07-01","Jul",2018,"Q3_2018",0,18.5,16.1,9.1,0,6.1,8,14.1,5,7.9,19,16.9,100
"Leicestershire","East Midlands","2018-07-01","Jul",2018,"Q3_2018",0,9.5,26.3,0,0,12.3,22.2,0,6.1,8.3,18.2,20,100
"Lincolnshire","East Midlands","2018-07-01","Jul",2018,"Q3_2018",0,18.1,0,0,25,8.4,11.1,11.1,5.9,10,0,24.6,100
"Merseyside","Mersey-Cheshire","2018-07-01","Jul",2018,"Q3_2018",0,18.4,22,9.1,0,7.2,17.6,7.9,3.9,14.1,6.3,16.9,100
"Metropolitan and City","Greater London","2018-07-01","Jul",2018,"Q3_2018",34.8,26,28,14.7,15.5,13.4,16.1,18.3,8.1,20.6,14.4,23.9,100
"Norfolk","East of England","2018-07-01","Jul",2018,"Q3_2018",0,18.5,0,9.1,0,8.3,0,3,3.2,5.2,8.3,8.1,100
"Northamptonshire","East Midlands","2018-07-01","Jul",2018,"Q3_2018",0,31.2,25,0,22.2,6.9,16.7,11.1,0,7.1,8.3,11.4,100
"Northumbria","North East","2018-07-01","Jul",2018,"Q3_2018",0,25.2,19.4,22.5,25,8.9,17.9,11.6,6.8,22.5,4.8,16.3,100
"North Wales","Cymru/Wales","2018-07-01","Jul",2018,"Q3_2018",14.3,12.2,18.2,5.6,0,6.1,16.7,12.1,3.3,5.3,25,8.7,100
"North Yorkshire","Yorkshire and Humberside","2018-07-01","Jul",2018,"Q3_2018",25,16.9,0,5,66.7,5.7,25,6.9,3.7,6.8,22.2,13.3,100
"Nottinghamshire","East Midlands","2018-07-01","Jul",2018,"Q3_2018",0,22.8,34,10.5,16.7,6.7,16,12.3,9.1,17.1,4.8,10.8,100
"South Wales","Cymru/Wales","2018-07-01","Jul",2018,"Q3_2018",20,24.2,21.7,19.2,37.5,6.6,20,7.1,4.9,9.2,12.1,16.1,100
"South Yorkshire","Yorkshire and Humberside","2018-07-01","Jul",2018,"Q3_2018",25,22.3,22.2,2.3,31.6,2.9,0,11.3,3.2,12.6,0,7.9,100
"Staffordshire","West Midlands","2018-07-01","Jul",2018,"Q3_2018",0,18.9,33.3,10.7,22.2,6.9,11.8,11.4,4,13.6,0,15,100
"Suffolk","East of England","2018-07-01","Jul",2018,"Q3_2018",0,18.9,0,0,0,9.1,8.3,4.2,9.6,17.6,33.3,9.6,100
"Surrey","South East","2018-07-01","Jul",2018,"Q3_2018",0,22.4,20,0,0,5.6,0,5.3,4.4,3.4,0,9.9,100
"Sussex","South East","2018-07-01","Jul",2018,"Q3_2018",0,19,25.7,27.8,0,5.2,0,5.7,1.5,19.3,21.4,12.1,100
"Thames Valley","Thames and Chiltern","2018-07-01","Jul",2018,"Q3_2018",0,24.7,20.5,17.6,54.5,8.2,6.3,9.5,8.3,24.5,24.2,11,100
"Warwickshire","West Midlands","2018-07-01","Jul",2018,"Q3_2018",0,13.5,33.3,0,0,10.5,0,9.1,5.3,23.5,0,32.6,100
"West Mercia","West Midlands","2018-07-01","Jul",2018,"Q3_2018",0,19.5,35.9,0,25,9.4,0,8.3,3,13.2,0,16.3,100
"West Midlands","West Midlands","2018-07-01","Jul",2018,"Q3_2018",15,17.4,28.1,16,22,8.4,13.2,12,7.8,15.8,14.5,14.4,100
"West Yorkshire","Yorkshire and Humberside","2018-07-01","Jul",2018,"Q3_2018",5.9,20.6,32.5,16.9,14.3,7,13.3,13.8,7.9,17.8,8.7,15.7,100
"Wiltshire","Oxfordshire","2018-07-01","Jul",2018,"Q3_2018",0,12.3,27.3,11.1,14.3,7.5,0,0,0,7.7,0,7.7,100
"Avon and Somerset","South West","2018-08-01","Aug",2018,"Q3_2018",33.3,19.6,18,9.4,33.3,4.8,7.4,14.3,7,10.7,17.6,10.2,100
"Bedfordshire","Thames and Chiltern","2018-08-01","Aug",2018,"Q3_2018",0,13.5,0,11.1,0,12.8,12.5,25,10.5,24,16.7,20.5,100
"Cambridgeshire","East of England","2018-08-01","Aug",2018,"Q3_2018",0,20,7.1,7.7,100,4.4,0,5.6,8,8,40,9.1,100
"Cheshire","Mersey-Cheshire","2018-08-01","Aug",2018,"Q3_2018",25,19.6,37.9,15,22.2,8.8,0,7,3.7,11.5,14.3,15.1,100
"Cleveland","North East","2018-08-01","Aug",2018,"Q3_2018",50,23.4,9.1,33.3,12.5,2.8,21.1,11.8,7.7,14.8,0,15.4,100
"Cumbria","North West","2018-08-01","Aug",2018,"Q3_2018",0,9.7,0,27.3,16.7,6.6,12.5,0,0,4.5,0,5.7,100
"Derbyshire","East Midlands","2018-08-01","Aug",2018,"Q3_2018",0,16.8,7.1,0,0,9,0,6.1,12.1,7.5,8.3,11.5,100
"Devon and Cornwall","South West","2018-08-01","Aug",2018,"Q3_2018",0,12.9,27.3,5.7,0,3.5,12.5,7.5,1.8,10,33.3,10.1,100
"Dorset","Oxfordshire","2018-08-01","Aug",2018,"Q3_2018",50,14.3,5.6,20,50,2.9,16.7,14.3,4.7,14.5,8.3,15.8,100
"Durham","North East","2018-08-01","Aug",2018,"Q3_2018",0,11.3,22.2,5,33.3,4.8,0,8.3,0,0,12.5,1.9,100
"Dyfed Powys","Cymru/Wales","2018-08-01","Aug",2018,"Q3_2018",0,21.3,36.4,25,0,6.1,0,0,4.9,3.7,0,7,100
"Essex","East of England","2018-08-01","Aug",2018,"Q3_2018",0,17.7,31.9,13.8,12.5,7.2,18.2,14.3,6.4,11.1,13.6,29.1,100
"Gloucestershire","South West","2018-08-01","Aug",2018,"Q3_2018",0,13.8,20,33.3,0,7.8,28.6,0,0,11.5,0,11.5,100
"GreaterManchester","North West","2018-08-01","Aug",2018,"Q3_2018",0,17.4,31.1,10.5,15.6,5.5,13.3,13.6,8.6,6.7,12.8,9.2,100
"Gwent","Cymru/Wales","2018-08-01","Aug",2018,"Q3_2018",0,14.9,30,0,0,6.5,0,23.1,2.5,14.3,8.3,13.5,100
"Hampshire","Oxfordshire","2018-08-01","Aug",2018,"Q3_2018",0,15.3,22.2,20,0,11.8,17.4,16.7,5.8,18.6,12.5,6.3,100
"Hertfordshire","Thames and Chiltern","2018-08-01","Aug",2018,"Q3_2018",0,23.9,23.1,14.3,25,5,19,9.4,3.6,14.6,50,20.3,100
"Humberside","Yorkshire and Humberside","2018-08-01","Aug",2018,"Q3_2018",0,19.2,35.3,13.6,14.3,7.9,27.3,7,17.5,12.7,25,12.8,100
"Kent","South East","2018-08-01","Aug",2018,"Q3_2018",50,21.2,34.4,0,0,10.3,6.5,8.8,7.2,19.2,12.5,12.1,100
"Lancashire","North West","2018-08-01","Aug",2018,"Q3_2018",33.3,21.2,27.3,7.1,35.7,5.8,22.6,9.4,4.2,11.3,5.9,17.9,100
"Leicestershire","East Midlands","2018-08-01","Aug",2018,"Q3_2018",33.3,14.9,33.3,21.7,0,7.9,19,16.2,8.8,11.7,10,15.3,100
"Lincolnshire","East Midlands","2018-08-01","Aug",2018,"Q3_2018",50,19.7,0,9.5,0,8.1,6.3,12.1,14,14.1,0,20.4,100
"Merseyside","Mersey-Cheshire","2018-08-01","Aug",2018,"Q3_2018",16.7,15.5,19.6,14.3,0,5.4,0,5.8,4.3,9.6,15.8,12.8,100
"Metropolitan and City","Greater London","2018-08-01","Aug",2018,"Q3_2018",30.8,30.1,34.1,22.6,29.1,18.6,16.7,20.5,9.8,25.2,10.7,21.9,100
"Norfolk","East of England","2018-08-01","Aug",2018,"Q3_2018",0,10.7,20,8.3,25,2.9,8.3,16.1,0,9.9,40,6.3,100
"Northamptonshire","East Midlands","2018-08-01","Aug",2018,"Q3_2018",0,25,10,6.7,0,10,25,12.1,8,7.1,7.1,10.1,100
"Northumbria","North East","2018-08-01","Aug",2018,"Q3_2018",0,23.1,19,19.6,50,6.5,18.8,6,11,18.9,16,13.7,100
"North Wales","Cymru/Wales","2018-08-01","Aug",2018,"Q3_2018",33.3,15.1,27.8,15.4,42.9,5.4,0,4.3,4.4,5.4,20,7.4,100
"North Yorkshire","Yorkshire and Humberside","2018-08-01","Aug",2018,"Q3_2018",0,23.2,0,15.8,0,7.3,20,14.3,11.8,23.2,18.2,10.5,100
"Nottinghamshire","East Midlands","2018-08-01","Aug",2018,"Q3_2018",0,19.3,13.8,20.7,33.3,4.1,6.3,10.9,9.6,17.4,15.8,8.3,100
"South Wales","Cymru/Wales","2018-08-01","Aug",2018,"Q3_2018",0,25.1,13.3,7.3,21.4,6.7,7.1,12.2,5.8,12.7,22.7,23.9,100
"South Yorkshire","Yorkshire and Humberside","2018-08-01","Aug",2018,"Q3_2018",50,21.8,11.8,12.3,37.5,12.9,20,9.5,2.8,6,16.7,14.3,100
"Staffordshire","West Midlands","2018-08-01","Aug",2018,"Q3_2018",50,18.3,50,7.9,0,5.6,14.3,10.9,4.4,5.2,8.3,11.9,100
"Suffolk","East of England","2018-08-01","Aug",2018,"Q3_2018",0,9.3,0,15.4,0,4.8,14.3,3.4,6.3,0,25,5.3,100
"Surrey","South East","2018-08-01","Aug",2018,"Q3_2018",0,23,11.1,9.5,0,8.2,9.1,11.5,7.7,23.3,9.1,7.1,100
"Sussex","South East","2018-08-01","Aug",2018,"Q3_2018",0,22.3,31.4,5,0,10.7,12.5,24.1,8,13.3,10.5,7.7,100
"Thames Valley","Thames and Chiltern","2018-08-01","Aug",2018,"Q3_2018",25,25.5,26.2,17.9,23.1,5.6,7.7,15,4.6,11.7,8.8,9.3,100
"Warwickshire","West Midlands","2018-08-01","Aug",2018,"Q3_2018",0,21.6,42.9,18.2,0,12.7,12.5,12.5,8.3,13,0,23.3,100
"West Mercia","West Midlands","2018-08-01","Aug",2018,"Q3_2018",0,22.4,33.3,21.1,0,6.3,5.3,11.8,3,17.6,19.4,7.1,100
"West Midlands","West Midlands","2018-08-01","Aug",2018,"Q3_2018",60,20.5,22.4,19.7,22.2,8.6,24.6,11.5,8.6,16.6,15.3,15.5,100
"West Yorkshire","Yorkshire and Humberside","2018-08-01","Aug",2018,"Q3_2018",0,17.2,24.4,10.3,5.3,8.7,11.4,11.1,9.2,13,16.1,8.7,100
"Wiltshire","Oxfordshire","2018-08-01","Aug",2018,"Q3_2018",0,10.4,11.1,8.3,33.3,4.6,10,3.7,6.5,10.8,0,3.9,100
"Avon and Somerset","South West","2018-09-01","Sep",2018,"Q3_2018",0,23.5,29.4,12.8,0,7,8,13.5,4.9,12,18.2,13.2,100
"Bedfordshire","Thames and Chiltern","2018-09-01","Sep",2018,"Q3_2018",0,24.5,25,12.5,0,9.2,0,25,5.3,11.8,0,22.4,100
"Cambridgeshire","East of England","2018-09-01","Sep",2018,"Q3_2018",50,21.2,7.1,14.3,0,2.7,0,4.3,6.1,11.1,30.8,15.5,100
"Cheshire","Mersey-Cheshire","2018-09-01","Sep",2018,"Q3_2018",0,19.1,35.7,5,33.3,6,0,13.5,1.4,7.9,0,13.2,100
"Cleveland","North East","2018-09-01","Sep",2018,"Q3_2018",0,24.1,7.7,18.2,14.3,7.9,16.7,27.3,7.1,18.2,9.1,11.5,100
"Cumbria","North West","2018-09-01","Sep",2018,"Q3_2018",0,16.7,33.3,0,0,6,0,4.3,0,3.2,0,9.6,0
"Derbyshire","East Midlands","2018-09-01","Sep",2018,"Q3_2018",0,14.6,7.1,19.2,0,9.8,9.1,11.1,5.3,12,17.6,10.8,100
"Devon and Cornwall","South West","2018-09-01","Sep",2018,"Q3_2018",0,18.7,9.1,14.3,0,8.3,36.4,5.6,3.8,9.5,0,6.1,100
"Dorset","Oxfordshire","2018-09-01","Sep",2018,"Q3_2018",0,17.9,9.1,7.1,50,3.6,27.3,3.8,0,11.3,0,10.9,100
"Durham","North East","2018-09-01","Sep",2018,"Q3_2018",0,18.8,0,15,50,11,42.9,21.9,5.9,18.8,14.3,10.3,100
"Dyfed Powys","Cymru/Wales","2018-09-01","Sep",2018,"Q3_2018",0,19.4,100,0,0,4,33.3,4.3,2.6,8.3,0,10.8,100
"Essex","East of England","2018-09-01","Sep",2018,"Q3_2018",0,21,15.5,9.7,40,7.4,15.4,10.9,1.6,6,14.3,23.8,100
"Gloucestershire","South West","2018-09-01","Sep",2018,"Q3_2018",0,15.1,66.7,7.1,0,6.1,25,5.3,0,18.2,50,4.9,100
"GreaterManchester","North West","2018-09-01","Sep",2018,"Q3_2018",7.7,18.2,34.7,0,2.6,5,20,12.8,12,16.6,8.6,11.2,100
"Gwent","Cymru/Wales","2018-09-01","Sep",2018,"Q3_2018",0,20.4,27.3,33.3,100,7.8,0,21.7,0,16.7,20,19.8,100
"Hampshire","Oxfordshire","2018-09-01","Sep",2018,"Q3_2018",0,19.8,18.6,10.5,12.5,4.2,0,11.1,0,10.5,0,10.7,100
"Hertfordshire","Thames and Chiltern","2018-09-01","Sep",2018,"Q3_2018",0,21.6,0,3.8,0,4.2,20,10.3,1.8,13.3,27.3,16.9,100
"Humberside","Yorkshire and Humberside","2018-09-01","Sep",2018,"Q3_2018",0,13.4,15.4,12.5,22.2,8.5,13.3,12.2,14.9,6,7.1,17.3,100
"Kent","South East","2018-09-01","Sep",2018,"Q3_2018",0,19.9,14.3,14.8,29.4,8.6,11.6,12.5,3.6,15.2,9.7,11,100
"Lancashire","North West","2018-09-01","Sep",2018,"Q3_2018",0,24,4.3,5.3,11.1,6.9,26.9,8.3,3.2,9.4,5.6,15.4,100
"Leicestershire","East Midlands","2018-09-01","Sep",2018,"Q3_2018",0,13.2,30,16.1,16.7,7.7,8.3,16,8.5,10.9,8.3,22,100
"Lincolnshire","East Midlands","2018-09-01","Sep",2018,"Q3_2018",0,18.3,0,22.7,100,11.2,27.3,0,5.7,21.3,35.3,22.5,100
"Merseyside","Mersey-Cheshire","2018-09-01","Sep",2018,"Q3_2018",0,18.2,23.8,0,0,5.3,23.8,15.4,4.9,5.3,33.3,12.5,100
"Metropolitan and City","Greater London","2018-09-01","Sep",2018,"Q3_2018",7.7,31.9,29.7,25.8,20.2,17.2,15,18.3,8.6,23.9,16.7,25.1,100
"Norfolk","East of England","2018-09-01","Sep",2018,"Q3_2018",0,18.1,28.6,6.7,0,6.4,6.7,8.2,1.8,6.3,14.3,7.6,100
"Northamptonshire","East Midlands","2018-09-01","Sep",2018,"Q3_2018",0,15.4,11.1,25,0,8.5,0,0,8.3,16,0,10.4,100
"Northumbria","North East","2018-09-01","Sep",2018,"Q3_2018",0,24.8,30.7,12.5,10,7.2,17.9,12,17.1,13.3,7.7,15.1,100
"North Wales","Cymru/Wales","2018-09-01","Sep",2018,"Q3_2018",100,16.9,17.6,4.3,0,6.9,0,7.7,5.9,6.9,0,8.6,100
"North Yorkshire","Yorkshire and Humberside","2018-09-01","Sep",2018,"Q3_2018",0,10.4,23.1,4.3,0,5.4,23.1,12,9.1,12.3,21.1,8.1,100
"Nottinghamshire","East Midlands","2018-09-01","Sep",2018,"Q3_2018",0,21.1,22.2,14.8,18.2,8,5.9,12,10.3,11.5,14.3,11.5,100
"South Wales","Cymru/Wales","2018-09-01","Sep",2018,"Q3_2018",0,25.5,30.8,22.9,0,7.7,14.3,10.3,4.2,21.1,12.5,25.5,100
"South Yorkshire","Yorkshire and Humberside","2018-09-01","Sep",2018,"Q3_2018",25,25.1,12.5,13,0,14.7,14.3,14.3,6.3,9.3,13.3,10.2,100
"Staffordshire","West Midlands","2018-09-01","Sep",2018,"Q3_2018",0,23.3,27.3,18.2,0,8.9,13.6,15,3.2,17.6,14.3,17.3,100
"Suffolk","East of England","2018-09-01","Sep",2018,"Q3_2018",0,13.8,20,0,11.1,3.1,12.5,13.6,4.4,4.7,0,4.5,100
"Surrey","South East","2018-09-01","Sep",2018,"Q3_2018",0,20.9,25,7.1,0,9.5,13.3,12.5,0,9.1,0,10.4,100
"Sussex","South East","2018-09-01","Sep",2018,"Q3_2018",0,20.7,28.2,0,44.4,5.3,14.3,13.8,5.3,17.9,0,13.5,100
"Thames Valley","Thames and Chiltern","2018-09-01","Sep",2018,"Q3_2018",20,23.6,24.6,3.3,30,8.6,12.2,11,6.7,11,3,11.2,100
"Warwickshire","West Midlands","2018-09-01","Sep",2018,"Q3_2018",0,19.8,30.8,7.1,0,17.6,9.1,30.8,8.7,17.4,0,21.2,100
"West Mercia","West Midlands","2018-09-01","Sep",2018,"Q3_2018",0,21.4,31,16.7,33.3,6.7,20,10.9,3.4,7.4,15.4,12.4,100
"West Midlands","West Midlands","2018-09-01","Sep",2018,"Q3_2018",8.3,22,25.8,17.1,23.1,5.5,15.7,15.2,5.8,13.1,17.9,19.5,100
"West Yorkshire","Yorkshire and Humberside","2018-09-01","Sep",2018,"Q3_2018",28.6,14.1,31.7,5.6,6.3,5.8,15,15.7,3.5,8.9,25,8.2,100
"Wiltshire","Oxfordshire","2018-09-01","Sep",2018,"Q3_2018",0,13.3,0,12.5,0,1.7,0,7.1,0,12.5,12.5,3,100
"Avon and Somerset","South West","2018-10-01","Oct",2018,"Q4_2018",0,17.6,29.9,16,10,7.4,12.5,12.3,4.3,13.6,11.1,13.5,100
"Bedfordshire","Thames and Chiltern","2018-10-01","Oct",2018,"Q4_2018",0,35.6,0,9.1,25,16.9,16.7,8,2.7,32.4,11.1,22.5,100
"Cambridgeshire","East of England","2018-10-01","Oct",2018,"Q4_2018",20,20.5,8.3,13.3,45.5,2.7,5.6,13.3,8.3,24,20,15.2,100
"Cheshire","Mersey-Cheshire","2018-10-01","Oct",2018,"Q4_2018",0,18.3,34.3,13.6,0,3.1,18.5,13.8,2.7,3.6,11.8,11.6,100
"Cleveland","North East","2018-10-01","Oct",2018,"Q4_2018",0,28.8,8.3,16.7,62.5,3.4,16.7,10.3,9.1,20,0,8.8,100
"Cumbria","North West","2018-10-01","Oct",2018,"Q4_2018",0,9.2,0,25,0,0,0,11.1,0,4.7,22.2,11.9,100
"Derbyshire","East Midlands","2018-10-01","Oct",2018,"Q4_2018",0,26.9,10,19,0,9.7,14.3,16.2,6.1,14.3,14.3,15.1,100
"Devon and Cornwall","South West","2018-10-01","Oct",2018,"Q4_2018",25,16.3,0,0,0,7.1,0,6.8,4.8,13.4,26.7,12,100
"Dorset","Oxfordshire","2018-10-01","Oct",2018,"Q4_2018",0,10.9,18.2,16.7,100,4.9,15.4,20.8,5.6,4.3,0,9.9,100
"Durham","North East","2018-10-01","Oct",2018,"Q4_2018",33.3,15.5,12.5,18.8,50,5.4,8.3,19.4,25,39.4,0,6,100
"Dyfed Powys","Cymru/Wales","2018-10-01","Oct",2018,"Q4_2018",0,21.7,14.3,0,100,10.8,33.3,11.1,9.5,0,0,6.4,100
"Essex","East of England","2018-10-01","Oct",2018,"Q4_2018",0,18.8,29.9,3.2,40,8.3,17.4,10.7,9,17,23.1,16.1,100
"Gloucestershire","South West","2018-10-01","Oct",2018,"Q4_2018",0,25,0,30.8,0,4.8,0,20,9.5,9.1,0,10.3,100
"GreaterManchester","North West","2018-10-01","Oct",2018,"Q4_2018",0,21.7,29.1,6.5,7.7,9.4,25.9,11.8,3,6.6,15.2,13.8,100
"Gwent","Cymru/Wales","2018-10-01","Oct",2018,"Q4_2018",100,15.5,40,15.8,0,7.4,0,20,22.2,21.1,0,10.8,100
"Hampshire","Oxfordshire","2018-10-01","Oct",2018,"Q4_2018",0,18.1,13.8,11.4,0,4.6,21.2,9.3,1.5,17.5,19,6.6,100
"Hertfordshire","Thames and Chiltern","2018-10-01","Oct",2018,"Q4_2018",0,15.1,14.3,14.8,11.1,7.8,0,6.1,5,14.6,0,12.3,100
"Humberside","Yorkshire and Humberside","2018-10-01","Oct",2018,"Q4_2018",0,13,41.7,4.3,0,8.4,12.5,7.9,7,3.5,8.3,10.8,100
